pack	lemma_slp1	surface	locus	gloss_ru	status	flags	gloss_lemma	min_band	nkrya_tokens	synonym_proposal	synonym_ipm	synonym_band
hitopadesa-0	śiras	śiraḥ	44	голова	flag	unknown			голова:S:-:-			
hitopadesa-0	śloka	śloka	10	стих	flag	unknown			стих:S:-:-			
hitopadesa-0	śru	śuśrāva	10	услышать	flag	unknown			услышать:V:-:-			
hitopadesa-0	śubh	śobhate	37	блистать	flag	unknown			блистать:V:-:-			
hitopadesa-0	śuka	śuka	42	попугай	flag	unknown			попугай:S:-:-			
hitopadesa-0	śāstra	śāstraṃ	10	шастры	flag	unknown			шастра:S:-:-			
hitopadesa-0	ṛṇakartṛ	ṛṇakartā	22	one who contracts a debt; indebted	not_russian	not_russian						
hitopadesa-0	ṣaṣ	ṣaḍ	20	шесть	ok							
subhashita-beginner	A	ā		принеси	flag	inflected,unknown	принести		принести:V:-:-			
subhashita-beginner	Agam	āgamiṣyanti		пришел	flag	inflected	прийти	4	прийти:V:4:591.06			
subhashita-beginner	Ahf	āhāre		совершил	flag	inflected,unknown	совершить		совершить:V:-:-			
subhashita-beginner	Ap	āpatsu		достигает	flag	inflected	достигать	3	достигать:V:3:47.90			
subhashita-beginner	BAz	bhāṣaṇe		сказал	flag	inflected	сказать	5	сказать:V:5:2472.22			
subhashita-beginner	BU	bhavet		будет	flag	inflected	быть	6	быть:V:6:12831.00			
subhashita-beginner	BUmipati	bhūmipatau		владыка земли	flag	phrase,unknown			владыка:S:-:- земля:S:-:-			
subhashita-beginner	BUpati	bhūpatau		царь	ok			4	царь:S:4:196.75			
subhashita-beginner	Baj	bhajate		почитают	flag	inflected,unknown	почитать		почитать:V:-:-			
subhashita-beginner	Bartf	bhartrā		мужа	flag	inflected,unknown	муж		муж:S:-:-			
subhashita-beginner	Bezaja	bheṣaje		лекарство	flag	unknown			лекарство:S:-:-			
subhashita-beginner	Bf	bhāryā		принеси	flag	inflected,unknown	принести		принести:V:-:-			
subhashita-beginner	Bid	bhidyate		пронзил	flag	inflected,unknown	пронзить		пронзить:V:-:-			
subhashita-beginner	Bikz	bhikṣā		Испрашивая	flag	inflected,unknown	испрашивать		испрашивать:V:-:-			
subhashita-beginner	Bikzuka	bhikṣukaḥ		нищие	flag	unknown			нищий:A:-:-			
subhashita-beginner	Buj	bhojana		наслаждайся	flag	inflected,unknown	наслаждаться		наслаждаться:V:-:-			
subhashita-beginner	DA	dhīyate		дай	flag	inflected,unknown	дать		дать:V:-:-			
subhashita-beginner	DArmika	dhārmikaḥ		добродетельный	flag	unknown			добродетельный:A:-:-			
subhashita-beginner	DIra	dhīra		мудрый	flag	unknown			мудрый:A:-:-			
subhashita-beginner	Dana	dhaneṣu		богатство	flag	unknown			богатство:S:-:-			
subhashita-beginner	Darma	dharmeṇa		дхарма	flag	unknown			дхарма:S:-:-			
subhashita-beginner	Df	khaṅga		наделенный	flag	unknown			наделить:V:-:-			
subhashita-beginner	I	yaḥ		просим	flag	inflected,unknown	просить		просить:V:-:-			
subhashita-beginner	Kalu	khalu		же	ok							
subhashita-beginner	Kid	khidyante		вдавил	flag	inflected,unknown	вдавить		вдавить:V:-:-			
subhashita-beginner	Pal	phalāya		приносить	flag	unknown			приносить:V:-:-			
subhashita-beginner	SAstra	śāstreṣu		шастры	flag	unknown			шастра:S:-:-			
subhashita-beginner	SF	śaraṇam		защиты	flag	unknown			защита:S:-:-			
subhashita-beginner	SI	śayyā		лежит	flag	inflected,unknown	лежать		лежать:V:-:-			
subhashita-beginner	Sak	śakyāḥ		способен	flag	inflected,unknown	способный		способный:A:-:-			
subhashita-beginner	Sap	śapate		проклял	flag	inflected,unknown	проклясть		проклясть:V:-:-			
subhashita-beginner	SarIra	śarīreṇa		тело	flag	unknown			тело:S:-:-			
subhashita-beginner	Sarad	śaradi		осеней	flag	inflected,unknown	осень		осень:S:-:-			
subhashita-beginner	Sastra	śastrāṇi		оружие	flag	unknown			оружие:S:-:-			
subhashita-beginner	Sata	śateṣu		сто	ok							
subhashita-beginner	Siva	śivāḥ		Шива	ok	name						
subhashita-beginner	SradDA	śraddhayā		вера	flag	unknown			вера:S:-:-			
subhashita-beginner	Sri	śrīḥ		направил	flag	inflected,unknown	направить		направить:V:-:-			
subhashita-beginner	Sru	śrotā		услышав	flag	inflected,unknown	услышать		услышать:V:-:-			
subhashita-beginner	SuB	śobhate		блистал	flag	inflected,unknown	блистать		блистать:V:-:-			
subhashita-beginner	SuD	śuddhiḥ		чистый	flag	unknown			чистый:A:-:-			
subhashita-beginner	Suc	śocati		скорбит	flag	inflected,unknown	скорбеть		скорбеть:V:-:-			
subhashita-beginner	Suci	śucim		чистый	flag	unknown			чистый:A:-:-			
subhashita-beginner	aBaya	abhayam		бесстрашие	flag	unknown			бесстрашие:S:-:-			
subhashita-beginner	aBirakz	abhirakṣitaḥ		охраняемый	flag	unknown			охранять:V:-:-			
subhashita-beginner	aByas	abhyāsena		упражняется	flag	inflected,unknown	упражняться		упражняться:V:-:-			
subhashita-beginner	aDika	adhike		выше	ok			3	выше:ADV:3:46.06			
subhashita-beginner	aDyavaso	adhyavasyati		да будет сделано	ok	phrase		4	быть:V:6:12831.00 сделать:V:4:786.76			
subhashita-beginner	aTa	atha		и	ok							
subhashita-beginner	adya	adya		сегодня	flag	unknown			сегодня:ADV:-:-			
subhashita-beginner	aha	aham		дни	flag	unknown			день:S:-:-			
subhashita-beginner	aho	aho		увы	ok							
subhashita-beginner	akftajYa	akṛtajñe		неблагодарный	flag	unknown			неблагодарный:A:-:-			
subhashita-beginner	alpa	alpa		мало	ok							
subhashita-beginner	anaGa	anagha		безупречный	flag	unknown			безупречный:A:-:-			
subhashita-beginner	anarTa	ātmanā		не-артха	flag	rare			не-артх:S:-:-	вред	30.12	3
subhashita-beginner	anitya	anityam		невечен	flag	unknown			вечный:A:-:-			
subhashita-beginner	anyaTA	anyathā		иначе	ok			4	иначе:ADV:4:117.98			
subhashita-beginner	anyatra	anyatra		кроме	ok							
subhashita-beginner	apUrva	apūrvas		необычно	flag	unknown			необычно:ADV:-:-			
subhashita-beginner	apakf	apakāriṣu		обидчики	flag	unknown			обидчик:S:-:-			
subhashita-beginner	apamA	apamāne		самая последняя	flag	phrase,unknown		4	самый:A:-:- последний:A:4:725.90			
subhashita-beginner	api	api		также	ok							
subhashita-beginner	apriya	apriyasya		неприятное	flag	inflected,unknown	неприятный		неприятный:A:-:-			
subhashita-beginner	arTapati	arthapatau		великий повелитель	flag	phrase,unknown			великий:A:-:- повелитель:S:-:-			
subhashita-beginner	arTi	arthas		истцом	flag	inflected,unknown	истец		истец:S:-:-			
subhashita-beginner	as	asti		есть	ok			4	есть:V:4:151.44			
subhashita-beginner	atfpta	atṛptā		не удовлетворив	flag	phrase,unknown			удовлетворить:V:-:-			
subhashita-beginner	atiTi	atithiḥ		гость	flag	unknown			гость:S:-:-			
subhashita-beginner	atiric	atyaricyata		хуже	flag	unknown			плохой:A:-:-			
subhashita-beginner	atra	atra		здесь	ok			4	здесь:ADV:4:876.99			
subhashita-beginner	av	vam		на помощь	flag	phrase,unknown			помощь:S:-:-			
subhashita-beginner	avicArya	avicārya		не дожидаясь	flag	phrase,unknown			дожидаться:V:-:-			
subhashita-beginner	bAlA	bāle		дева	flag	unknown			дева:S:-:-			
subhashita-beginner	bAnDava	bāndhavān		родственники	flag	unknown			родственник:S:-:-			
subhashita-beginner	bIja	bīja		семя	flag	unknown			семя:S:-:-			
subhashita-beginner	baDiratama	badhiratamāḥ			empty							
subhashita-beginner	balavat	balavatī		могучий	flag	unknown			могучий:A:-:-			
subhashita-beginner	bata	bata		увы	ok							
subhashita-beginner	bfhaspati	bṛhaspatiḥ		Брихаспати	ok	name						
subhashita-beginner	boDi	bodhayanti		будь	flag	inflected	быть	6	быть:V:6:12831.00			
subhashita-beginner	brahman	brahma		Брахман	flag	unknown			брахман:S:-:-			
subhashita-beginner	cAra	cārais		шпионов	flag	inflected,unknown	шпион		шпион:S:-:-			
subhashita-beginner	ca	ca		и	ok							
subhashita-beginner	candana	candanena		сандалом	flag	inflected,unknown	сандал		сандал:S:-:-			
subhashita-beginner	car	caritāni		движется	flag	inflected,unknown	двигаться		двигаться:V:-:-			
subhashita-beginner	catur	catvāraḥ		четыре	ok							
subhashita-beginner	ciram	ciram		долго	flag	unknown			долго:ADV:-:-			
subhashita-beginner	cit	cittena		даже	ok							
subhashita-beginner	cumb	cumbyate		целует	flag	inflected,unknown	целовать		целовать:V:-:-			
subhashita-beginner	dA	dāne		дает	flag	inflected,unknown	давать		давать:V:-:-			
subhashita-beginner	dEva	daiva			empty							
subhashita-beginner	dEvajYa	daivajñe			empty							
subhashita-beginner	dUra	dūre		далеко	flag	unknown			далеко:ADV:-:-			
subhashita-beginner	dah	dagdhā		сжигает	flag	inflected,unknown	сжигать		сжигать:V:-:-			
subhashita-beginner	deva	deve		боги	flag	unknown			бог:S:-:-			
subhashita-beginner	dfS	dṛśyante		увидев	flag	inflected	увидеть	4	увидеть:V:4:448.26			
subhashita-beginner	diS	deśe		стороны	flag	unknown			сторона:S:-:-			
subhashita-beginner	dih	diha		воплощенный	flag	unknown			воплотить:V:-:-			
subhashita-beginner	dina	dine		день	flag	unknown			день:S:-:-			
subhashita-beginner	divA	divā		днем	flag	inflected_ambiguous,unknown			день:S:-:-			
subhashita-beginner	divAnaktam	divānaktam			empty							
subhashita-beginner	divya	divyā		небесные	flag	unknown			небесный:A:-:-			
subhashita-beginner	dozA	doṣā		у кого побежденные привязанности и пороки	flag	phrase,unknown			победить:V:-:- привязанность:S:-:- порок:S:-:-			
subhashita-beginner	doza	doṣeṇa		зло	flag	unknown			зло:S:-:-			
subhashita-beginner	dru	dravati		быстро	flag	unknown			быстро:ADV:-:-			
subhashita-beginner	duh	dogdhrī		доится	flag	inflected,unknown	доиться		доиться:V:-:-			
subhashita-beginner	duhitf	duhitrā		дочь	flag	unknown			дочь:S:-:-			
subhashita-beginner	durbala	durbalā		слабый	flag	unknown			слабый:A:-:-			
subhashita-beginner	dvija	dvije		дваждырожденный	flag	unknown			дваждырожденный:A:-:-			
subhashita-beginner	etad	etat		это	ok							
subhashita-beginner	eva	tatra		именно	ok							
subhashita-beginner	gaj	gajāḥ		слоны	flag	unknown			слон:S:-:-			
subhashita-beginner	gam	gate		отправился	flag	inflected,unknown	отправиться		отправиться:V:-:-			
subhashita-beginner	ganDa	gandhena		запах	flag	unknown			запах:S:-:-			
subhashita-beginner	garBin	garbhiṇī		беременная	flag	unknown			беременный:A:-:-			
subhashita-beginner	garj	garjati		заревел	flag	inflected,unknown	зареветь		зареветь:V:-:-			
subhashita-beginner	go	gavā		коров	flag	inflected,unknown	корова		корова:S:-:-			
subhashita-beginner	grIzma	grīṣmeṇa		лето	flag	unknown			лето:S:-:-			
subhashita-beginner	grah	grahas		взяв	flag	inflected	взять	4	взять:V:4:611.30			
subhashita-beginner	guRa	guṇāḥ		гуны	flag	unknown			гун:S:-:-			
subhashita-beginner	guRi	tādṛś		гуны	flag	unknown			гун:S:-:-			
subhashita-beginner	gur	gurau		прими	flag	inflected,unknown	принять		принять:V:-:-			
subhashita-beginner	guru	guruṣu		гуру	flag	unknown			гуру:S:-:-			
subhashita-beginner	hA	hāsyatām		оставив	flag	inflected,unknown	оставить		оставить:V:-:-			
subhashita-beginner	ha	he		же	ok							
subhashita-beginner	han	hanyate		убит	flag	inflected_ambiguous,unknown			убить:V:-:-			
subhashita-beginner	has	hastau		смеясь	flag	inflected,unknown	смеяться		смеяться:V:-:-			
subhashita-beginner	hfd	hṛdi		сердце	flag	unknown			сердце:S:-:-			
subhashita-beginner	hi	hi		ведь	ok							
subhashita-beginner	i	iti		идет	flag	inflected,unknown	идти		идти:V:-:-			
subhashita-beginner	iha	duḥkham		здесь	ok			4	здесь:ADV:4:876.99			
subhashita-beginner	itara	rājānaḥ		другие	ok			5	другой:A:5:2034.50			
subhashita-beginner	iva	iva		как	ok							
subhashita-beginner	jAtu	jātu		никогда	flag	unknown			никогда:ADV:-:-			
subhashita-beginner	jAtyanDa	jātyandhaḥ		слепцу	flag	inflected,unknown	слепец		слепец:S:-:-			
subhashita-beginner	jIv	jīvitavyeṣu		живет	flag	inflected,unknown	жить		жить:V:-:-			
subhashita-beginner	jYA	jānanti		зная	flag	inflected	знать	5	знать:V:5:1740.03			
subhashita-beginner	jaMgamya	jaṅgamāni		движущиеся	flag	unknown			двигаться:V:-:-			
subhashita-beginner	jagat	jagat		живого	flag	inflected,unknown	живой		живой:A:-:-			
subhashita-beginner	jagatI	jagati		джагати	flag	unknown			джагать:S:-:-			
subhashita-beginner	jala	jalena		воды	flag	unknown			вода:S:-:-			
subhashita-beginner	jan	jātena		родился	flag	inflected	родиться	3	родиться:V:3:99.42			
subhashita-beginner	jana	janās		люди	flag	unknown			человек:S:-:-			
subhashita-beginner	janman	janma		рождение	flag	unknown			рождение:S:-:-			
subhashita-beginner	jfmB	jṛmbhate		отряхнулся	flag	inflected,unknown	отряхнуться		отряхнуться:V:-:-			
subhashita-beginner	ji	jātyā		победить	flag	unknown			победить:V:-:-			
subhashita-beginner	jihvA	jihvā		язык	flag	unknown			язык:S:-:-			
subhashita-beginner	kAka	kākāḥ		ворона	flag	unknown			ворона:S:-:-			
subhashita-beginner	kAku	kāko		лепет	flag	unknown			лепет:S:-:-			
subhashita-beginner	kAma	kāmāt		желание	flag	unknown			желание:S:-:-			
subhashita-beginner	kAmin	kāmī		влюбленный	flag	unknown			влюбить:V:-:-			
subhashita-beginner	kAraRa	kāraṇam		причина	flag	unknown			причина:S:-:-			
subhashita-beginner	kAvi	ke		кто	ok							
subhashita-beginner	kAzWa	kāṣṭhe		дрова	flag	unknown			дрова:S:-:-			
subhashita-beginner	ka	kasya		что	ok							
subhashita-beginner	kaNkaRa	kaṅkaṇena		Канкану	flag	unknown			канкан:S:-:-			
subhashita-beginner	kaTi	kathyate		говорить	flag	unknown			говорить:V:-:-			
subhashita-beginner	kal	kāle		время	flag	unknown			время:S:-:-			
subhashita-beginner	kaluza	kaluṣam		мутные	flag	inflected,unknown	мутный		мутный:A:-:-			
subhashita-beginner	kan	kānta		любящий	flag	unknown			любящий:A:-:-			
subhashita-beginner	kapawa	kapaṭena		Капаты	ok	name						
subhashita-beginner	karman	karma		действия	flag	unknown			действие:S:-:-			
subhashita-beginner	karv	kari		слона	flag	inflected,unknown	слон		слон:S:-:-			
subhashita-beginner	kavi	kaviḥ		поэт	flag	unknown			поэт:S:-:-			
subhashita-beginner	kena	kena		кем	ok							
subhashita-beginner	kf	kāryāṇi		сделал	flag	inflected	сделать	4	сделать:V:4:786.76			
subhashita-beginner	kfpaRa	kṛpaṇena		жалобно	flag	unknown			жалобно:ADV:-:-			
subhashita-beginner	kftaGna	kṛtaghnāḥ		неблагодарный	flag	unknown			неблагодарный:A:-:-			
subhashita-beginner	kftajYa	kṛtajñeṣu		благодарный	flag	unknown			благодарный:A:-:-			
subhashita-beginner	kfz	karṣati		вспахивая	flag	inflected,unknown	вспахивать		вспахивать:V:-:-			
subhashita-beginner	kim	kim		что	ok							
subhashita-beginner	kleSa	kleśe		лишения	flag	unknown			лишение:S:-:-			
subhashita-beginner	krama	krameṇa		последовательность	flag	unknown			последовательность:S:-:-			
subhashita-beginner	kroDa	krodhāt		гнев	flag	unknown			гнев:S:-:-			
subhashita-beginner	ku	ko		почва	flag	unknown			почва:S:-:-			
subhashita-beginner	kuRqi	kuṇḍe			empty							
subhashita-beginner	kuSala	kuśalā		искусен	flag	inflected	искусный	3	искусный:A:3:12.86			
subhashita-beginner	kukkura	kukkura		куккуры	flag	unknown			куккура:S:-:-			
subhashita-beginner	kula	kule		род	flag	unknown			род:S:-:-			
subhashita-beginner	kup	kupyanti		разгневался	flag	inflected,unknown	разгневаться		разгневаться:V:-:-			
subhashita-beginner	kva	kva		где	flag	unknown			где:ADV:-:-			
subhashita-beginner	kzI	kṣīṇeṣu		гибнет	flag	inflected,unknown	гибнуть		гибнуть:V:-:-			
subhashita-beginner	kzam	kṣamī		простить	flag	unknown			простить:V:-:-			
subhashita-beginner	kzi	kṣaya		живет	flag	inflected,unknown	жить		жить:V:-:-			
subhashita-beginner	kzipra	kṣipram		быстро	flag	unknown			быстро:ADV:-:-			
subhashita-beginner	laB	labhate		обретает	flag	inflected,unknown	обретать		обретать:V:-:-			
subhashita-beginner	laNG	laṅghayet		поглощается	flag	inflected,unknown	поглощаться		поглощаться:V:-:-			
subhashita-beginner	locana	locanam		глазами	flag	inflected,unknown	глаз		глаз:S:-:-			
subhashita-beginner	lok	loke		в мире	flag	phrase,unknown			мир:S:-:-			
subhashita-beginner	luB	lobhitar		жадный	flag	unknown			жадный:A:-:-			
subhashita-beginner	mA	me		не	ok							
subhashita-beginner	mAlatI	mālatī		малати	flag	unknown			малатить:V:-:-			
subhashita-beginner	mAnava	mānavāḥ		человек	flag	unknown			человек:S:-:-			
subhashita-beginner	mUka	mūka		немые	flag	unknown			немой:A:-:-			
subhashita-beginner	mUli	mūlam		имеющий корень	flag	phrase,unknown			иметь:V:-:- корень:S:-:-			
subhashita-beginner	mUrKa	mūrkhe		глупец	flag	unknown			глупец:S:-:-			
subhashita-beginner	maDurA	madhurā		сладостный	flag	unknown			сладостный:A:-:-			
subhashita-beginner	madira	madirā		пьянящего	flag	inflected,unknown	пьянящий		пьянить:V:-:-			
subhashita-beginner	mah	mahati		великого	flag	inflected,unknown	великий		великий:A:-:-			
subhashita-beginner	man	manaḥ		считаю	flag	inflected,unknown	считать		считать:V:-:-			
subhashita-beginner	manas	manasā		ум	flag	unknown			ум:S:-:-			
subhashita-beginner	mandavisarpin	mandavisarpiṇī			empty							
subhashita-beginner	manoraTa	manorathaiḥ		желание	flag	unknown			желание:S:-:-			
subhashita-beginner	mantr	mantritam		посовещавшись	flag	inflected,unknown	посовещаться		посовещаться:V:-:-			
subhashita-beginner	mantra	mantra		мантры	flag	unknown			мантра:S:-:-			
subhashita-beginner	manu	mano		Ману	ok	name						
subhashita-beginner	matkuRa	matkuṇasya		клопов	flag	inflected,unknown	клоп		клоп:S:-:-			
subhashita-beginner	may	mṛd		меняются	flag	inflected,unknown	меняться		меняться:V:-:-			
subhashita-beginner	mayUra	mayūraiḥ		павлинов	flag	inflected,unknown	павлин		павлин:S:-:-			
subhashita-beginner	meGa	meghaḥ		облака	flag	unknown			облако:S:-:-			
subhashita-beginner	mevi	mayi		говорила	flag	inflected,unknown	говорить		говорить:V:-:-			
subhashita-beginner	mf	mṛtaḥ		умирает	flag	inflected,unknown	умирать		умирать:V:-:-			
subhashita-beginner	mfR	śūra		дробя	flag	inflected,unknown	дробить		дробить:V:-:-			
subhashita-beginner	mfga	mṛgāḥ		зверей	flag	inflected_ambiguous,unknown			зверь:S:-:-			
subhashita-beginner	mfgendra	mṛgendra		царь зверей	flag	phrase,unknown		4	царь:S:4:196.75 зверь:S:-:-			
subhashita-beginner	miTyA	mithyā		ложно	flag	unknown			ложный:A:-:-			
subhashita-beginner	mitra	mitra		Митра	flag	unknown			митра:S:-:-			
subhashita-beginner	muKa	mukhe		лицо	flag	unknown			лицо:S:-:-			
subhashita-beginner	muRq	muṇḍanena		с бритой головой	flag	phrase,unknown			бритый:A:-:- голова:S:-:-			
subhashita-beginner	muRqa	muṇḍe		бритый	flag	unknown			бритый:A:-:-			
subhashita-beginner	muc	muktiḥ		освобождается	flag	inflected,unknown	освобождаться		освобождаться:V:-:-			
subhashita-beginner	muh	mūḍhā		глупец	flag	unknown			глупец:S:-:-			
subhashita-beginner	muni	muneḥ		мудрец	flag	unknown			мудрец:S:-:-			
subhashita-beginner	nAma	nāma		имя	flag	unknown			имя:S:-:-			
subhashita-beginner	nI	nayana		ведут	flag	inflected_ambiguous,unknown			вести:V:-:-			
subhashita-beginner	na	na		не	ok							
subhashita-beginner	nagnakzapaRaka	nagnakṣapaṇake			empty							
subhashita-beginner	nah	nahi		связано	flag	inflected,unknown	связанный		связанный:V:-:-			
subhashita-beginner	nam	namanti		склоняется	flag	inflected,unknown	склоняться		склоняться:V:-:-			
subhashita-beginner	netf	netaras		вождь	flag	unknown			вождь:S:-:-			
subhashita-beginner	nf	nṛṇām		мужей	flag	inflected,unknown	муж		муж:S:-:-			
subhashita-beginner	ni	nis		в	ok							
subhashita-beginner	nij	nijā		Омойте	flag	inflected,unknown	омыть		омыть:V:-:-			
subhashita-beginner	nimnagA	nimnagā		река	flag	unknown			река:S:-:-			
subhashita-beginner	nirantara	nirantaram		дружески	flag	unknown			дружески:ADV:-:-			
subhashita-beginner	nirarTaka	nirarthakam		тщетными	flag	inflected,unknown	тщетный		тщетный:A:-:-			
subhashita-beginner	niviS	niviśate		расположились	flag	inflected,unknown	расположиться		расположиться:V:-:-			
subhashita-beginner	nivid	niveditā		призывом	flag	inflected,unknown	призыв		призыв:S:-:-			
subhashita-beginner	nu	no		же	ok							
subhashita-beginner	pA	pibati		Защищайте	flag	inflected,unknown	защищать		защищать:V:-:-			
subhashita-beginner	pARi	pāṇiḥ		руки	flag	unknown			рука:S:-:-			
subhashita-beginner	pARqitya	pāṇḍityam		ученость	flag	unknown			учёность:S:-:-			
subhashita-beginner	pAWi	pāṭhitaḥ			empty							
subhashita-beginner	pApa	pāpe		грех	flag	unknown			грех:S:-:-			
subhashita-beginner	pAzARa	pāṣāṇe		камни	ok			4	камень:S:4:178.13			
subhashita-beginner	pF	para		заполнил	flag	inflected,unknown	заполнить		заполнить:V:-:-			
subhashita-beginner	pUr	pūrṇam		полный	flag	unknown			полный:A:-:-			
subhashita-beginner	paNka	paṅkam		грязь	flag	unknown			грязь:S:-:-			
subhashita-beginner	paRqita	paṇḍitaḥ		мудрые	flag	unknown			мудрый:A:-:-			
subhashita-beginner	paTin	panthānaḥ		путь	flag	unknown			путь:S:-:-			
subhashita-beginner	paW	paṭha		читает	flag	inflected,unknown	читать		читать:V:-:-			
subhashita-beginner	paYcaza	pañcaṣāḥ		пять-шесть	ok							
subhashita-beginner	pad	padam		ногами	flag	inflected,unknown	нога		нога:S:-:-			
subhashita-beginner	pakzi	pakṣā		крылья	flag	unknown			крыло:S:-:-			
subhashita-beginner	parA	pare		увлеченная, любовно танцует	flag	phrase,unknown			увлечь:V:-:- любовно:ADV:-:- танцевать:V:-:-			
subhashita-beginner	parama	paramām		высшее	flag	unknown			высокий:A:-:-			
subhashita-beginner	pariRAma	pariṇāme		изменение	flag	unknown			изменение:S:-:-			
subhashita-beginner	paripuzwa	paripuṣṭaḥ			empty							
subhashita-beginner	parivartin	parivartini		неусыпной	flag	inflected,unknown	неусыпный		неусыпный:A:-:-			
subhashita-beginner	parjanya	parjanya		Парджанья	ok	name						
subhashita-beginner	pat	patiṣyasi		упал	flag	inflected,unknown	упасть		упасть:V:-:-			
subhashita-beginner	pati	patiḥ		мужа	flag	inflected,unknown	муж		муж:S:-:-			
subhashita-beginner	payas	payas		молоко	flag	unknown			молоко:S:-:-			
subhashita-beginner	pfTivIkzit	pṛthivīkṣitām		цари	ok			4	царь:S:4:196.75			
subhashita-beginner	pfTivIpati	pṛthivīpatiḥ		владыка земли	flag	phrase,unknown			владыка:S:-:- земля:S:-:-			
subhashita-beginner	pi	pitā		отец	flag	unknown			отец:S:-:-			
subhashita-beginner	pitAmaha	pitāmahāḥ		дед	flag	unknown			дед:S:-:-			
subhashita-beginner	prI	priya		доволен	flag	inflected,unknown	довольный		довольный:A:-:-			
subhashita-beginner	praT	pratham		прославленный	flag	unknown			прославить:V:-:-			
subhashita-beginner	pradA	pradātavyaḥ		дал	flag	inflected,unknown	дать		дать:V:-:-			
subhashita-beginner	prajA	prajā		потомство	ok			3	потомство:S:3:13.59			
subhashita-beginner	prajYA	prajñā		мудрость	flag	unknown			мудрость:S:-:-			
subhashita-beginner	prapad	prapannāni		прибегаю	flag	inflected,unknown	прибегать		прибегать:V:-:-			
subhashita-beginner	prasad	prasīdati		смилуйся	flag	inflected,unknown	смиловаться		смиловаться:V:-:-			
subhashita-beginner	prati	prati		к	ok							
subhashita-beginner	pratiSraya	pratiśrayaḥ		местожительство	flag	unknown			местожительство:S:-:-			
subhashita-beginner	pratigrah	pratigrahe		принял	flag	inflected,unknown	принять		принять:V:-:-			
subhashita-beginner	pratikf	pratikāreṇa		противодействовать	flag	unknown			противодействовать:V:-:-			
subhashita-beginner	pratipad	pratipadyate		достигает	flag	inflected	достигать	3	достигать:V:3:47.90			
subhashita-beginner	praviS	praviśanti		вошел	flag	inflected,unknown	войти		войти:V:-:-			
subhashita-beginner	prayam	prayacchati		отдай	flag	inflected,unknown	отдать		отдать:V:-:-			
subhashita-beginner	punar	punar		снова	flag	unknown			снова:ADV:-:-			
subhashita-beginner	purohita	purohitaḥ		домашний жрец	flag	phrase,unknown			домашний:A:-:- жрец:S:-:-			
subhashita-beginner	puruza	puruṣaḥ		человек	flag	unknown			человек:S:-:-			
subhashita-beginner	putra	putreṇa		сын	flag	unknown			сын:S:-:-			
subhashita-beginner	puzkala	puṣkalena		многочисленные	flag	unknown			многочисленный:A:-:-			
subhashita-beginner	rAj	rājā		сверкает	flag	inflected,unknown	сверкать		сверкать:V:-:-			
subhashita-beginner	rAjan	rājñi		царь	ok			4	царь:S:4:196.75			
subhashita-beginner	raYj	rajakas		царь	ok			4	царь:S:4:196.75			
subhashita-beginner	ram	ratis		радуются	flag	inflected,unknown	радоваться		радоваться:V:-:-			
subhashita-beginner	sA	sā		правильно	flag	unknown			правильно:ADV:-:-			
subhashita-beginner	sADu	sādhavaḥ		хорошо	flag	unknown			хорошо:ADV:-:-			
subhashita-beginner	sOKya	saukhyam			empty							
subhashita-beginner	sTA	tiṣṭhanti		пребывает	flag	inflected,unknown	пребывать		пребывать:V:-:-			
subhashita-beginner	sTAvara	sthāvarāṇi		неподвижное	flag	unknown			неподвижный:A:-:-			
subhashita-beginner	sU	svā		родила	flag	inflected,unknown	родить		родить:V:-:-			
subhashita-beginner	sUci	sūktayaḥ		иглой	flag	inflected,unknown	игла		игла:S:-:-			
subhashita-beginner	sUkzma	sūkṣmaḥ		тонкие	flag	unknown			тонкий:A:-:-			
subhashita-beginner	sa	sa		он	ok							
subhashita-beginner	saMDA	sandhīyate		наложил	flag	inflected,unknown	наложить		наложить:V:-:-			
subhashita-beginner	saMKyA	saṅkhyā		в битве	flag	phrase,unknown			битва:S:-:-			
subhashita-beginner	saMSraya	saṃśrayaḥ		поиски помощи	flag	phrase,unknown			поиск:S:-:- помощь:S:-:-			
subhashita-beginner	saMgati	saṅgatim		связь	flag	unknown			связь:S:-:-			
subhashita-beginner	saMkalpa	saṅkalpāt		воля	flag	unknown			воля:S:-:-			
subhashita-beginner	saMkalpi	saṅkalpayiṣyāmi		Решений	flag	unknown			решение:S:-:-			
subhashita-beginner	saMkuc	saṅkucanti		ограничение	flag	unknown			ограничение:S:-:-			
subhashita-beginner	saMsf	saṃsāre		перевоплощается	flag	inflected,unknown	перевоплощаться		перевоплощаться:V:-:-			
subhashita-beginner	saMyuj	saṃyujyeta		соединившись	flag	inflected,unknown	соединиться		соединиться:V:-:-			
subhashita-beginner	saYj	saṅgas		привязанный	flag	unknown			привязать:V:-:-			
subhashita-beginner	saha	saha		с	ok							
subhashita-beginner	sahaja	sahajā		естественный	flag	unknown			естественный:A:-:-			
subhashita-beginner	sahas	sahasā		внезапно	flag	unknown			внезапно:ADV:-:-			
subhashita-beginner	sahasra	sahasreṣu		тысяч	flag	inflected,unknown	тысяча		тысяча:S:-:-			
subhashita-beginner	sakala	sakalam		все	ok							
subhashita-beginner	salila	salilena		воды	flag	unknown			вода:S:-:-			
subhashita-beginner	sam	samaḥ		вместе	flag	unknown			вместе:ADV:-:-			
